Customer ID;Customer Name;Channel;Customer Tier;Start Month
C000821;VitaCare ES #0821;Pharmacy;L;01/10/2023 00:00
C000822;HealthPoint ES #0822;Pharmacy;S;01/08/2023 00:00
C000823;VitaCare ES #0823;Pharmacy;M;01/10/2023 00:00
C000824;NutriPharm ES #0824;Pharmacy;M;01/12/2023 00:00
C000825;EuroPharmx ES #0825;Pharmacy;L;01/11/2023 00:00
C000826;EuroPharmx ES #0826;Pharmacy;M;01/10/2023 00:00
C000827;PharmaPluz ES #0827;Pharmacy;S;01/09/2023 00:00
C000828;MediKore ES #0828;Pharmacy;S;01/10/2023 00:00
C000829;HealthPoint ES #0829;Pharmacy;M;01/12/2023 00:00
C000830;VitaCare ES #0830;Pharmacy;M;01/12/2023 00:00
C000831;PharmaPluz ES #0831;Pharmacy;M;01/08/2023 00:00
C000832;MediKore ES #0832;Pharmacy;S;01/11/2023 00:00
C000833;Aldii ES #0833;Retail;L;01/08/2023 00:00
C000834;Edekae ES #0834;Retail;M;01/11/2023 00:00
C000835;Carrefouk ES #0835;Retail;M;01/07/2023 00:00
C000836;Lidll ES #0836;Retail;M;01/10/2023 00:00
C000837;Rewee ES #0837;Retail;M;01/08/2023 00:00
C000838;Tesko ES #0838;Retail;M;01/10/2023 00:00
C000839;Rewee ES #0839;Retail;M;01/09/2023 00:00
C000840;Edekae ES #0840;Retail;M;01/10/2023 00:00
C000841;Tesko ES #0841;Retail;L;01/07/2023 00:00
C000842;AthletiX ES #0842;Retail Sport;M;01/12/2023 00:00
C000843;Intersportt ES #0843;Retail Sport;M;01/12/2023 00:00
C000844;ProSport ES #0844;Retail Sport;L;01/08/2023 00:00
C000845;SportDirekt ES #0845;Retail Sport;L;01/09/2023 00:00
C000846;Decatlon ES #0846;Retail Sport;L;01/11/2023 00:00
C000847;Intersportt ES #0847;Retail Sport;S;01/08/2023 00:00
C000848;FitZone ES #0848;Retail Sport;L;01/10/2023 00:00
C000849;NutriHub SE Online #0849;E-commerce;M;01/08/2023 00:00
C000850;PrimeFuel SE Online #0850;E-commerce;S;01/09/2023 00:00
C000851;PrimeFuel SE Online #0851;E-commerce;M;01/11/2023 00:00
C000852;WellKart SE Online #0852;E-commerce;M;01/07/2023 00:00
C000853;PulseMarket SE Online #0853;E-commerce;L;01/10/2023 00:00
C000854;CarePharm SE #0854;Pharmacy;L;01/12/2023 00:00
C000855;PharmaPluz SE #0855;Pharmacy;S;01/12/2023 00:00
C000856;HealthPoint SE #0856;Pharmacy;L;01/11/2023 00:00
C000857;NutriPharm SE #0857;Pharmacy;L;01/11/2023 00:00
C000858;VitaCare SE #0858;Pharmacy;S;01/10/2023 00:00
C000859;Sparr SE #0859;Retail;M;01/08/2023 00:00
C000860;Sparr SE #0860;Retail;M;01/10/2023 00:00
C000861;Carrefouk SE #0861;Retail;L;01/08/2023 00:00
C000862;Sparr SE #0862;Retail;M;01/09/2023 00:00
C000863;Lidll SE #0863;Retail;M;01/08/2023 00:00
C000864;Rewee SE #0864;Retail;L;01/08/2023 00:00
C000865;Edekae SE #0865;Retail;L;01/08/2023 00:00
C000866;Sparr SE #0866;Retail;M;01/08/2023 00:00
C000867;Edekae SE #0867;Retail;L;01/09/2023 00:00
C000868;Edekae SE #0868;Retail;S;01/10/2023 00:00
C000869;Edekae SE #0869;Retail;L;01/12/2023 00:00
C000870;Aldii SE #0870;Retail;M;01/10/2023 00:00
C000871;Lidll SE #0871;Retail;M;01/11/2023 00:00
C000872;Sparr SE #0872;Retail;M;01/10/2023 00:00
C000873;Tesko SE #0873;Retail;M;01/07/2023 00:00
C000874;Auchon SE #0874;Retail;L;01/09/2023 00:00
C000875;Auchon SE #0875;Retail;S;01/11/2023 00:00
C000876;Carrefouk SE #0876;Retail;M;01/11/2023 00:00
C000877;Decathlonn SE #0877;Retail Sport;M;01/12/2023 00:00
C000878;SportDirekt SE #0878;Retail Sport;M;01/11/2023 00:00
C000879;FitZone SE #0879;Retail Sport;L;01/11/2023 00:00
C000880;AthletiX SE #0880;Retail Sport;L;01/12/2023 00:00
C000881;Decathlonn SE #0881;Retail Sport;M;01/09/2023 00:00
C000882;Decatlon SE #0882;Retail Sport;M;01/09/2023 00:00
C000883;Decatlon SE #0883;Retail Sport;M;01/08/2023 00:00
C000884;PrimeFuel AT Online #0884;E-commerce;M;01/03/2024 00:00
C000885;WellKart AT Online #0885;E-commerce;S;01/12/2024 00:00
C000886;NutriHub AT Online #0886;E-commerce;L;01/01/2024 00:00
C000887;PrimeFuel AT Online #0887;E-commerce;M;01/07/2024 00:00
C000888;GymMart AT Online #0888;E-commerce;S;01/02/2024 00:00
C000889;ZenBasket AT Online #0889;E-commerce;S;01/06/2024 00:00
C000890;VitaBox AT Online #0890;E-commerce;M;01/09/2024 00:00
C000891;NutriPharm AT #0891;Pharmacy;M;01/01/2024 00:00
C000892;HealthPoint AT #0892;Pharmacy;S;01/07/2024 00:00
C000893;CarePharm AT #0893;Pharmacy;S;01/04/2024 00:00
C000894;MediKore AT #0894;Pharmacy;L;01/01/2024 00:00
C000895;VitaCare AT #0895;Pharmacy;M;01/03/2024 00:00
C000896;CarePharm AT #0896;Pharmacy;L;01/10/2024 00:00
C000897;Aldii AT #0897;Retail;L;01/01/2024 00:00
C000898;Lidll AT #0898;Retail;M;01/05/2024 00:00
C000899;Sparr AT #0899;Retail;M;01/07/2024 00:00
C000900;Edekae AT #0900;Retail;L;01/09/2024 00:00
C000901;Aldii AT #0901;Retail;M;01/09/2024 00:00
C000902;Rewee AT #0902;Retail;M;01/05/2024 00:00
C000903;Intermarche AT #0903;Retail;L;01/12/2024 00:00
C000904;Edekae AT #0904;Retail;L;01/11/2024 00:00
C000905;Sparr AT #0905;Retail;L;01/03/2024 00:00
C000906;Lidll AT #0906;Retail;L;01/05/2024 00:00
C000907;Rewee AT #0907;Retail;L;01/12/2024 00:00
C000908;Edekae AT #0908;Retail;L;01/07/2024 00:00
C000909;Aldii AT #0909;Retail;M;01/07/2024 00:00
C000910;Rewee AT #0910;Retail;S;01/06/2024 00:00
C000911;Lidll AT #0911;Retail;L;01/02/2024 00:00
C000912;Auchon AT #0912;Retail;M;01/06/2024 00:00
C000913;Intermarche AT #0913;Retail;L;01/10/2024 00:00
C000914;Lidll AT #0914;Retail;S;01/03/2024 00:00
C000915;Carrefouk AT #0915;Retail;M;01/01/2024 00:00
C000916;Edekae AT #0916;Retail;M;01/10/2024 00:00
C000917;Carrefouk AT #0917;Retail;L;01/12/2024 00:00
C000918;SportDirekt AT #0918;Retail Sport;M;01/11/2024 00:00
C000919;AthletiX AT #0919;Retail Sport;L;01/02/2024 00:00
C000920;Intersportt AT #0920;Retail Sport;M;01/04/2024 00:00
C000921;ProSport AT #0921;Retail Sport;L;01/12/2024 00:00
C000922;SportDirekt AT #0922;Retail Sport;M;01/11/2024 00:00
C000923;Decatlon AT #0923;Retail Sport;L;01/06/2024 00:00
C000924;Decathlonn AT #0924;Retail Sport;L;01/11/2024 00:00
C000925;SportDirekt AT #0925;Retail Sport;M;01/02/2024 00:00
C000926;Intersportt AT #0926;Retail Sport;M;01/07/2024 00:00
C000927;NutriHub BE Online #0927;E-commerce;S;01/07/2024 00:00
C000928;GymMart BE Online #0928;E-commerce;S;01/01/2024 00:00
C000929;GymMart BE Online #0929;E-commerce;S;01/07/2024 00:00
C000930;PrimeFuel BE Online #0930;E-commerce;S;01/05/2024 00:00
C000931;GymMart BE Online #0931;E-commerce;S;01/12/2024 00:00
C000932;VitaBox BE Online #0932;E-commerce;M;01/04/2024 00:00
C000933;PulseMarket BE Online #0933;E-commerce;M;01/07/2024 00:00
C000934;VitaCare BE #0934;Pharmacy;M;01/08/2024 00:00
C000935;EuroPharmx BE #0935;Pharmacy;M;01/03/2024 00:00
C000936;HealthPoint BE #0936;Pharmacy;L;01/11/2024 00:00
C000937;NutriPharm BE #0937;Pharmacy;M;01/04/2024 00:00
C000938;CarePharm BE #0938;Pharmacy;S;01/02/2024 00:00
C000939;NutriPharm BE #0939;Pharmacy;L;01/06/2024 00:00
C000940;Sparr BE #0940;Retail;M;01/03/2024 00:00
C000941;Edekae BE #0941;Retail;L;01/10/2024 00:00
C000942;Auchon BE #0942;Retail;M;01/12/2024 00:00
C000943;Rewee BE #0943;Retail;M;01/05/2024 00:00
C000944;Carrefouk BE #0944;Retail;M;01/07/2024 00:00
C000945;Tesko BE #0945;Retail;M;01/06/2024 00:00
C000946;Tesko BE #0946;Retail;S;01/07/2024 00:00
C000947;Auchon BE #0947;Retail;L;01/01/2024 00:00
C000948;Sparr BE #0948;Retail;M;01/08/2024 00:00
C000949;Auchon BE #0949;Retail;M;01/08/2024 00:00
C000950;Intermarche BE #0950;Retail;L;01/05/2024 00:00
C000951;Tesko BE #0951;Retail;L;01/01/2024 00:00
C000952;Carrefouk BE #0952;Retail;M;01/06/2024 00:00
C000953;Intermarche BE #0953;Retail;L;01/06/2024 00:00
C000954;Auchon BE #0954;Retail;L;01/05/2024 00:00
C000955;Aldii BE #0955;Retail;M;01/11/2024 00:00
C000956;Edekae BE #0956;Retail;M;01/07/2024 00:00
C000957;Intermarche BE #0957;Retail;L;01/06/2024 00:00
C000958;Carrefouk BE #0958;Retail;M;01/10/2024 00:00
C000959;Lidll BE #0959;Retail;L;01/02/2024 00:00
C000960;Carrefouk BE #0960;Retail;L;01/10/2024 00:00
C000961;ProSport BE #0961;Retail Sport;L;01/07/2024 00:00
C000962;ProSport BE #0962;Retail Sport;L;01/07/2024 00:00
C000963;Decatlon BE #0963;Retail Sport;M;01/05/2024 00:00
C000964;Decatlon BE #0964;Retail Sport;S;01/08/2024 00:00
C000965;FitZone BE #0965;Retail Sport;L;01/07/2024 00:00
C000966;FitZone BE #0966;Retail Sport;L;01/01/2024 00:00
C000967;Intersportt BE #0967;Retail Sport;M;01/03/2024 00:00
C000968;AthletiX BE #0968;Retail Sport;L;01/09/2024 00:00
C000969;SportDirekt BE #0969;Retail Sport;M;01/05/2024 00:00
C000970;GymMart BG Online #0970;E-commerce;M;01/06/2024 00:00
C000971;GymMart BG Online #0971;E-commerce;M;01/01/2024 00:00
C000972;PulseMarket BG Online #0972;E-commerce;M;01/10/2024 00:00
C000973;WellKart BG Online #0973;E-commerce;S;01/05/2024 00:00
C000974;WellKart BG Online #0974;E-commerce;L;01/05/2024 00:00
C000975;WellKart BG Online #0975;E-commerce;L;01/04/2024 00:00
C000976;FitNest BG Online #0976;E-commerce;L;01/09/2024 00:00
C000977;ZenBasket BG Online #0977;E-commerce;S;01/01/2024 00:00
C000978;VitaCare BG #0978;Pharmacy;M;01/09/2024 00:00
C000979;MediKore BG #0979;Pharmacy;M;01/11/2024 00:00
C000980;EuroPharmx BG #0980;Pharmacy;L;01/09/2024 00:00
C000981;PharmaPluz BG #0981;Pharmacy;L;01/10/2024 00:00
C000982;EuroPharmx BG #0982;Pharmacy;M;01/09/2024 00:00
C000983;EuroPharmx BG #0983;Pharmacy;L;01/12/2024 00:00
C000984;Intermarche BG #0984;Retail;M;01/05/2024 00:00
C000985;Intermarche BG #0985;Retail;M;01/02/2024 00:00
C000986;Carrefouk BG #0986;Retail;S;01/06/2024 00:00
C000987;Lidll BG #0987;Retail;M;01/12/2024 00:00
C000988;Sparr BG #0988;Retail;L;01/11/2024 00:00
C000989;Aldii BG #0989;Retail;L;01/04/2024 00:00
C000990;Aldii BG #0990;Retail;M;01/03/2024 00:00
C000991;Intermarche BG #0991;Retail;M;01/10/2024 00:00
C000992;Edekae BG #0992;Retail;L;01/10/2024 00:00
C000993;Auchon BG #0993;Retail;M;01/06/2024 00:00
C000994;Sparr BG #0994;Retail;L;01/05/2024 00:00
C000995;Intermarche BG #0995;Retail;M;01/12/2024 00:00
C000996;Rewee BG #0996;Retail;M;01/08/2024 00:00
C000997;Lidll BG #0997;Retail;M;01/11/2024 00:00
C000998;Lidll BG #0998;Retail;S;01/06/2024 00:00
C000999;SportDirekt BG #0999;Retail Sport;L;01/12/2024 00:00
C001000;Decathlonn BG #1000;Retail Sport;L;01/09/2024 00:00
C001001;AthletiX BG #1001;Retail Sport;L;01/03/2024 00:00
C001002;Decatlon BG #1002;Retail Sport;L;01/02/2024 00:00
C001003;Intersportt BG #1003;Retail Sport;M;01/02/2024 00:00
C001004;AthletiX BG #1004;Retail Sport;M;01/05/2024 00:00
C001005;NutriHub HR Online #1005;E-commerce;L;01/08/2024 00:00
C001006;GymMart HR Online #1006;E-commerce;M;01/01/2024 00:00
C001007;PulseMarket HR Online #1007;E-commerce;L;01/10/2024 00:00
C001008;ZenBasket HR Online #1008;E-commerce;M;01/08/2024 00:00
C001009;FitNest HR Online #1009;E-commerce;S;01/06/2024 00:00
C001010;VitaBox HR Online #1010;E-commerce;M;01/07/2024 00:00
C001011;ZenBasket HR Online #1011;E-commerce;S;01/05/2024 00:00
C001012;VitaBox HR Online #1012;E-commerce;L;01/06/2024 00:00
C001013;NutriPharm HR #1013;Pharmacy;S;01/11/2024 00:00
C001014;HealthPoint HR #1014;Pharmacy;S;01/03/2024 00:00
C001015;HealthPoint HR #1015;Pharmacy;S;01/04/2024 00:00
C001016;EuroPharmx HR #1016;Pharmacy;S;01/10/2024 00:00
C001017;EuroPharmx HR #1017;Pharmacy;M;01/03/2024 00:00
C001018;CarePharm HR #1018;Pharmacy;M;01/07/2024 00:00
C001019;Aldii HR #1019;Retail;M;01/10/2024 00:00
C001020;Auchon HR #1020;Retail;L;01/03/2024 00:00
C001021;Aldii HR #1021;Retail;M;01/04/2024 00:00
C001022;Sparr HR #1022;Retail;L;01/10/2024 00:00
C001023;Auchon HR #1023;Retail;M;01/04/2024 00:00
C001024;Aldii HR #1024;Retail;L;01/01/2024 00:00
C001025;Edekae HR #1025;Retail;L;01/10/2024 00:00
C001026;Aldii HR #1026;Retail;M;01/05/2024 00:00
C001027;Auchon HR #1027;Retail;L;01/07/2024 00:00
C001028;Auchon HR #1028;Retail;M;01/11/2024 00:00
C001029;Sparr HR #1029;Retail;M;01/07/2024 00:00
C001030;Aldii HR #1030;Retail;S;01/01/2024 00:00
C001031;Aldii HR #1031;Retail;M;01/12/2024 00:00
C001032;Tesko HR #1032;Retail;L;01/01/2024 00:00
C001033;Lidll HR #1033;Retail;M;01/05/2024 00:00
C001034;SportDirekt HR #1034;Retail Sport;L;01/12/2024 00:00
C001035;ProSport HR #1035;Retail Sport;L;01/02/2024 00:00
C001036;FitZone HR #1036;Retail Sport;L;01/06/2024 00:00
C001037;Decatlon HR #1037;Retail Sport;M;01/09/2024 00:00
C001038;Intersportt HR #1038;Retail Sport;M;01/08/2024 00:00
C001039;Decathlonn HR #1039;Retail Sport;M;01/06/2024 00:00
C001040;NutriHub CY Online #1040;E-commerce;S;01/05/2024 00:00
C001041;GymMart CY Online #1041;E-commerce;L;01/11/2024 00:00
C001042;VitaBox CY Online #1042;E-commerce;M;01/04/2024 00:00
C001043;ZenBasket CY Online #1043;E-commerce;M;01/12/2024 00:00
C001044;ZenBasket CY Online #1044;E-commerce;S;01/03/2024 00:00
C001045;ZenBasket CY Online #1045;E-commerce;M;01/11/2024 00:00
C001046;WellKart CY Online #1046;E-commerce;S;01/09/2024 00:00
C001047;VitaBox CY Online #1047;E-commerce;M;01/03/2024 00:00
C001048;GymMart CY Online #1048;E-commerce;M;01/03/2024 00:00
C001049;NutriHub CY Online #1049;E-commerce;S;01/09/2024 00:00
C001050;VitaBox CY Online #1050;E-commerce;S;01/08/2024 00:00
C001051;ZenBasket CY Online #1051;E-commerce;L;01/02/2024 00:00
C001052;PulseMarket CY Online #1052;E-commerce;L;01/06/2024 00:00
C001053;FitNest CY Online #1053;E-commerce;M;01/05/2024 00:00
C001054;PulseMarket CY Online #1054;E-commerce;S;01/05/2024 00:00
C001055;ZenBasket CY Online #1055;E-commerce;S;01/05/2024 00:00
C001056;PrimeFuel CY Online #1056;E-commerce;S;01/04/2024 00:00
C001057;PharmaPluz CY #1057;Pharmacy;S;01/08/2024 00:00
C001058;VitaCare CY #1058;Pharmacy;L;01/06/2024 00:00
C001059;CarePharm CY #1059;Pharmacy;S;01/05/2024 00:00
C001060;CarePharm CY #1060;Pharmacy;S;01/01/2024 00:00
C001061;VitaCare CY #1061;Pharmacy;S;01/02/2024 00:00
C001062;PharmaPluz CY #1062;Pharmacy;M;01/05/2024 00:00
C001063;NutriPharm CY #1063;Pharmacy;S;01/02/2024 00:00
C001064;PharmaPluz CY #1064;Pharmacy;S;01/03/2024 00:00
C001065;Intermarche CY #1065;Retail;L;01/08/2024 00:00
C001066;Aldii CY #1066;Retail;L;01/04/2024 00:00
C001067;Sparr CY #1067;Retail;L;01/08/2024 00:00
C001068;Carrefouk CY #1068;Retail;M;01/07/2024 00:00
C001069;Intermarche CY #1069;Retail;L;01/09/2024 00:00
C001070;FitZone CY #1070;Retail Sport;M;01/09/2024 00:00
C001071;Decatlon CY #1071;Retail Sport;M;01/04/2024 00:00
C001072;ProSport CY #1072;Retail Sport;L;01/10/2024 00:00
C001073;AthletiX CY #1073;Retail Sport;L;01/10/2024 00:00
C001074;SportDirekt CY #1074;Retail Sport;M;01/05/2024 00:00
C001075;WellKart CZ Online #1075;E-commerce;M;01/05/2024 00:00
C001076;WellKart CZ Online #1076;E-commerce;M;01/08/2024 00:00
C001077;FitNest CZ Online #1077;E-commerce;S;01/03/2024 00:00
C001078;FitNest CZ Online #1078;E-commerce;S;01/03/2024 00:00
C001079;NutriHub CZ Online #1079;E-commerce;M;01/11/2024 00:00
C001080;NutriHub CZ Online #1080;E-commerce;M;01/05/2024 00:00
C001081;PrimeFuel CZ Online #1081;E-commerce;M;01/01/2024 00:00
C001082;VitaBox CZ Online #1082;E-commerce;M;01/02/2024 00:00
C001083;CarePharm CZ #1083;Pharmacy;L;01/08/2024 00:00
C001084;PharmaPluz CZ #1084;Pharmacy;M;01/04/2024 00:00
C001085;PharmaPluz CZ #1085;Pharmacy;S;01/06/2024 00:00
C001086;PharmaPluz CZ #1086;Pharmacy;M;01/09/2024 00:00
C001087;HealthPoint CZ #1087;Pharmacy;L;01/04/2024 00:00
C001088;EuroPharmx CZ #1088;Pharmacy;S;01/12/2024 00:00
C001089;Edekae CZ #1089;Retail;M;01/07/2024 00:00
C001090;Auchon CZ #1090;Retail;M;01/09/2024 00:00
C001091;Tesko CZ #1091;Retail;M;01/08/2024 00:00
C001092;Sparr CZ #1092;Retail;M;01/12/2024 00:00
C001093;Sparr CZ #1093;Retail;M;01/05/2024 00:00
C001094;Carrefouk CZ #1094;Retail;L;01/01/2024 00:00
C001095;Aldii CZ #1095;Retail;L;01/04/2024 00:00
C001096;Intermarche CZ #1096;Retail;L;01/07/2024 00:00
C001097;Intermarche CZ #1097;Retail;M;01/09/2024 00:00
C001098;Auchon CZ #1098;Retail;L;01/06/2024 00:00
C001099;Edekae CZ #1099;Retail;S;01/06/2024 00:00
C001100;Auchon CZ #1100;Retail;L;01/05/2024 00:00
C001101;Tesko CZ #1101;Retail;S;01/11/2024 00:00
C001102;Intermarche CZ #1102;Retail;M;01/10/2024 00:00
C001103;Tesko CZ #1103;Retail;M;01/05/2024 00:00
C001104;SportDirekt CZ #1104;Retail Sport;M;01/04/2024 00:00
C001105;AthletiX CZ #1105;Retail Sport;L;01/03/2024 00:00
C001106;Decathlonn CZ #1106;Retail Sport;M;01/01/2024 00:00
C001107;AthletiX CZ #1107;Retail Sport;M;01/03/2024 00:00
C001108;ProSport CZ #1108;Retail Sport;M;01/05/2024 00:00
C001109;AthletiX CZ #1109;Retail Sport;M;01/04/2024 00:00
C001110;PulseMarket DK Online #1110;E-commerce;S;01/06/2024 00:00
C001111;NutriHub DK Online #1111;E-commerce;S;01/03/2024 00:00
C001112;PulseMarket DK Online #1112;E-commerce;S;01/06/2024 00:00
C001113;PrimeFuel DK Online #1113;E-commerce;S;01/03/2024 00:00
C001114;ZenBasket DK Online #1114;E-commerce;S;01/01/2024 00:00
C001115;FitNest DK Online #1115;E-commerce;M;01/07/2024 00:00
C001116;CarePharm DK #1116;Pharmacy;L;01/01/2024 00:00
C001117;MediKore DK #1117;Pharmacy;M;01/02/2024 00:00
C001118;HealthPoint DK #1118;Pharmacy;L;01/09/2024 00:00
C001119;EuroPharmx DK #1119;Pharmacy;M;01/04/2024 00:00
C001120;PharmaPluz DK #1120;Pharmacy;L;01/03/2024 00:00
C001121;Intermarche DK #1121;Retail;M;01/02/2024 00:00
C001122;Tesko DK #1122;Retail;L;01/10/2024 00:00
C001123;Intermarche DK #1123;Retail;L;01/07/2024 00:00
C001124;Edekae DK #1124;Retail;L;01/04/2024 00:00
C001125;Edekae DK #1125;Retail;M;01/07/2024 00:00
C001126;Aldii DK #1126;Retail;L;01/05/2024 00:00
C001127;Tesko DK #1127;Retail;L;01/11/2024 00:00
C001128;Sparr DK #1128;Retail;L;01/06/2024 00:00
C001129;Aldii DK #1129;Retail;S;01/06/2024 00:00
C001130;Rewee DK #1130;Retail;M;01/01/2024 00:00
C001131;Aldii DK #1131;Retail;M;01/12/2024 00:00
C001132;Sparr DK #1132;Retail;M;01/11/2024 00:00
C001133;Carrefouk DK #1133;Retail;L;01/04/2024 00:00
C001134;Intermarche DK #1134;Retail;M;01/08/2024 00:00
C001135;Sparr DK #1135;Retail;M;01/09/2024 00:00
C001136;Tesko DK #1136;Retail;L;01/02/2024 00:00
C001137;Edekae DK #1137;Retail;M;01/07/2024 00:00
C001138;AthletiX DK #1138;Retail Sport;L;01/08/2024 00:00
C001139;FitZone DK #1139;Retail Sport;S;01/07/2024 00:00
C001140;ProSport DK #1140;Retail Sport;L;01/04/2024 00:00
C001141;FitZone DK #1141;Retail Sport;M;01/10/2024 00:00
C001142;ProSport DK #1142;Retail Sport;M;01/10/2024 00:00
C001143;Decatlon DK #1143;Retail Sport;M;01/09/2024 00:00
C001144;Decatlon DK #1144;Retail Sport;L;01/09/2024 00:00
C001145;GymMart EE Online #1145;E-commerce;M;01/08/2024 00:00
C001146;VitaBox EE Online #1146;E-commerce;S;01/10/2024 00:00
C001147;FitNest EE Online #1147;E-commerce;L;01/10/2024 00:00
C001148;FitNest EE Online #1148;E-commerce;M;01/06/2024 00:00
C001149;PulseMarket EE Online #1149;E-commerce;S;01/09/2024 00:00
C001150;GymMart EE Online #1150;E-commerce;S;01/06/2024 00:00
C001151;HealthPoint EE #1151;Pharmacy;M;01/12/2024 00:00
C001152;CarePharm EE #1152;Pharmacy;M;01/06/2024 00:00
C001153;VitaCare EE #1153;Pharmacy;S;01/12/2024 00:00
C001154;MediKore EE #1154;Pharmacy;M;01/09/2024 00:00
C001155;MediKore EE #1155;Pharmacy;S;01/01/2024 00:00
C001156;Aldii EE #1156;Retail;S;01/08/2024 00:00
C001157;Tesko EE #1157;Retail;M;01/04/2024 00:00
C001158;Aldii EE #1158;Retail;L;01/11/2024 00:00
C001159;Aldii EE #1159;Retail;M;01/02/2024 00:00
C001160;Tesko EE #1160;Retail;L;01/09/2024 00:00
C001161;Auchon EE #1161;Retail;L;01/05/2024 00:00
C001162;Tesko EE #1162;Retail;M;01/03/2024 00:00
C001163;Carrefouk EE #1163;Retail;M;01/12/2024 00:00
C001164;Intermarche EE #1164;Retail;S;01/05/2024 00:00
C001165;Rewee EE #1165;Retail;S;01/06/2024 00:00
C001166;Edekae EE #1166;Retail;M;01/04/2024 00:00
C001167;Rewee EE #1167;Retail;M;01/01/2024 00:00
C001168;Sparr EE #1168;Retail;L;01/04/2024 00:00
C001169;Edekae EE #1169;Retail;M;01/05/2024 00:00
C001170;Lidll EE #1170;Retail;M;01/02/2024 00:00
C001171;Tesko EE #1171;Retail;M;01/09/2024 00:00
C001172;Edekae EE #1172;Retail;M;01/08/2024 00:00
C001173;Decathlonn EE #1173;Retail Sport;L;01/02/2024 00:00
C001174;Intersportt EE #1174;Retail Sport;S;01/08/2024 00:00
C001175;Intersportt EE #1175;Retail Sport;M;01/01/2024 00:00
C001176;Intersportt EE #1176;Retail Sport;L;01/09/2024 00:00
C001177;Decatlon EE #1177;Retail Sport;L;01/03/2024 00:00
C001178;Intersportt EE #1178;Retail Sport;L;01/06/2024 00:00
C001179;Decathlonn EE #1179;Retail Sport;S;01/02/2024 00:00
C001180;PrimeFuel FI Online #1180;E-commerce;M;01/01/2024 00:00
C001181;PrimeFuel FI Online #1181;E-commerce;S;01/04/2024 00:00
C001182;VitaBox FI Online #1182;E-commerce;M;01/02/2024 00:00
C001183;ZenBasket FI Online #1183;E-commerce;S;01/03/2024 00:00
C001184;ZenBasket FI Online #1184;E-commerce;M;01/01/2024 00:00
C001185;GymMart FI Online #1185;E-commerce;S;01/08/2024 00:00
C001186;PharmaPluz FI #1186;Pharmacy;S;01/02/2024 00:00
C001187;NutriPharm FI #1187;Pharmacy;L;01/04/2024 00:00
C001188;CarePharm FI #1188;Pharmacy;L;01/11/2024 00:00
C001189;HealthPoint FI #1189;Pharmacy;M;01/12/2024 00:00
C001190;VitaCare FI #1190;Pharmacy;S;01/09/2024 00:00
C001191;Sparr FI #1191;Retail;L;01/07/2024 00:00
C001192;Carrefouk FI #1192;Retail;S;01/06/2024 00:00
C001193;Intermarche FI #1193;Retail;S;01/11/2024 00:00
C001194;Auchon FI #1194;Retail;S;01/11/2024 00:00
C001195;Lidll FI #1195;Retail;M;01/12/2024 00:00
C001196;Lidll FI #1196;Retail;M;01/03/2024 00:00
C001197;Aldii FI #1197;Retail;L;01/03/2024 00:00
C001198;Edekae FI #1198;Retail;L;01/01/2024 00:00
C001199;Aldii FI #1199;Retail;L;01/05/2024 00:00
C001200;Tesko FI #1200;Retail;S;01/05/2024 00:00
C001201;Intermarche FI #1201;Retail;M;01/10/2024 00:00
C001202;Intermarche FI #1202;Retail;L;01/05/2024 00:00
C001203;Lidll FI #1203;Retail;L;01/01/2024 00:00
C001204;Tesko FI #1204;Retail;M;01/12/2024 00:00
C001205;Lidll FI #1205;Retail;S;01/12/2024 00:00
C001206;Intermarche FI #1206;Retail;M;01/05/2024 00:00
C001207;Sparr FI #1207;Retail;L;01/04/2024 00:00
C001208;Decathlonn FI #1208;Retail Sport;L;01/02/2024 00:00
C001209;AthletiX FI #1209;Retail Sport;M;01/05/2024 00:00
C001210;FitZone FI #1210;Retail Sport;M;01/06/2024 00:00
C001211;Intersportt FI #1211;Retail Sport;M;01/10/2024 00:00
C001212;FitZone FI #1212;Retail Sport;M;01/05/2024 00:00
C001213;FitZone FI #1213;Retail Sport;L;01/03/2024 00:00
C001214;ProSport FI #1214;Retail Sport;M;01/02/2024 00:00
C001215;NutriHub FR Online #1215;E-commerce;L;01/06/2024 00:00
C001216;ZenBasket FR Online #1216;E-commerce;S;01/04/2024 00:00
C001217;GymMart FR Online #1217;E-commerce;S;01/10/2024 00:00
C001218;NutriHub FR Online #1218;E-commerce;M;01/05/2024 00:00
C001219;NutriHub FR Online #1219;E-commerce;S;01/05/2024 00:00
C001220;NutriHub FR Online #1220;E-commerce;M;01/11/2024 00:00
C001221;GymMart FR Online #1221;E-commerce;M;01/04/2024 00:00
C001222;GymMart FR Online #1222;E-commerce;M;01/07/2024 00:00
C001223;WellKart FR Online #1223;E-commerce;S;01/12/2024 00:00
C001224;ZenBasket FR Online #1224;E-commerce;M;01/10/2024 00:00
C001225;WellKart FR Online #1225;E-commerce;S;01/08/2024 00:00
C001226;NutriHub FR Online #1226;E-commerce;S;01/06/2024 00:00
C001227;ZenBasket FR Online #1227;E-commerce;M;01/06/2024 00:00
C001228;VitaBox FR Online #1228;E-commerce;S;01/10/2024 00:00
C001229;GymMart FR Online #1229;E-commerce;S;01/11/2024 00:00
C001230;VitaBox FR Online #1230;E-commerce;S;01/05/2024 00:00
C001231;FitNest FR Online #1231;E-commerce;S;01/11/2024 00:00
