Order ID;Line ID;Customer ID;Customer Name;Ship To ID;SKU;Product Name;Quantity;Branch/DC;Order Date;ERP Entry Date;Customer Requested Date;Promised Date;Invoice Date;G/L Date;Actual Receipt Date
O00010437;L000004504;C000053;Sparr BE #0053;S0000077;NW-COLL;Collagen Powder 300g;558;BE-DC2;13/03/2024 00:00;13/03/2024 00:00;27/03/2024 00:00;27/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00
O00010437;L000004506;C000053;Sparr BE #0053;S0000077;NW-SLEEP;Sleep Support Gummies;68;BE-DC2;13/03/2024 00:00;13/03/2024 00:00;27/03/2024 00:00;27/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00
O00010438;L000004505;C000053;Sparr BE #0053;S0000077;NW-IMMUNO;Immunity Booster;204;BE-DC1;13/03/2024 00:00;13/03/2024 00:00;27/03/2024 00:00;27/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00
O00010461;L000004190;C000629;Carrefouk NL #0629;S0000933;NW-VITC;Vitamin C 1000mg;215;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00
O00010461;L000004192;C000629;Carrefouk NL #0629;S0000933;NW-OMEGA;Omega 3 Triple Action;116;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00
O00010462;L000004191;C000629;Carrefouk NL #0629;S0000933;NW-DETOX;Detox Program 7 Days;56;BE-DC2;15/03/2024 00:00;16/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00
O00001745;L000004254;C000031;FitZone AT #0031;S0000045;NW-9014;Prebiotic Fiber Sachets (30x10g);30;BE-DC2;11/03/2024 00:00;13/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001751;L000004267;C001752;VitaBox PT Online #1752;S0002544;NW-IMMUNO;Immunity Booster;1;BE-DC1;14/03/2024 00:00;14/03/2024 00:00;20/03/2024 00:00;20/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001801;L000004373;C000632;Rewee NL #0632;S0000938;NW-VITC;Vitamin C 1000mg;575;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001801;L000004374;C000632;Rewee NL #0632;S0000938;NW-OMEGA;Omega 3 Triple Action;316;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001801;L000004375;C000632;Rewee NL #0632;S0000938;NW-VITD;Vitamin D3 2000IU;172;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001801;L000004376;C000632;Rewee NL #0632;S0000938;NW-MULTI;Multivitamin Daily;70;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001885;L000004567;C000702;HealthPoint PT #0702;S0001038;NW-VITD;Vitamin D3 2000IU;12;BE-DC1;13/03/2024 00:00;14/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001885;L000004568;C000702;HealthPoint PT #0702;S0001038;NW-MULTI;Multivitamin Daily;14;BE-DC1;13/03/2024 00:00;14/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001944;L000004699;C000558;PulseMarket LU Online #0558;S0000828;NW-DETOX;Detox Program 7 Days;6;BE-DC2;14/03/2024 00:00;14/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001944;L000004700;C000558;PulseMarket LU Online #0558;S0000828;NW-SLEEP;Sleep Support Gummies;2;BE-DC2;14/03/2024 00:00;14/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001949;L000004709;C001082;VitaBox CZ Online #1082;S0001587;NW-OMEGA;Omega 3 Triple Action;4;BE-DC1;10/03/2024 00:00;17/03/2024 00:00;15/03/2024 00:00;15/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010317;L000004562;C000249;Rewee FI #0249;S0000366;NW-DETOX;Detox Program 7 Days;671;BE-DC2;04/03/2024 00:00;13/03/2024 00:00;19/03/2024 00:00;19/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010318;L000004563;C000249;Rewee FI #0249;S0000366;NW-MAG;Magnesium Calm;26;BE-DC1;04/03/2024 00:00;13/03/2024 00:00;19/03/2024 00:00;19/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010318;L000004564;C000249;Rewee FI #0249;S0000366;NW-OMEGA;Omega 3 Triple Action;27;BE-DC1;04/03/2024 00:00;13/03/2024 00:00;19/03/2024 00:00;19/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010433;L000004418;C000167;Aldii CZ #0167;S0000249;NW-MAG;Magnesium Calm;233;BE-DC1;14/03/2024 00:00;17/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010433;L000004421;C000167;Aldii CZ #0167;S0000249;NW-MULTI;Multivitamin Daily;90;BE-DC1;14/03/2024 00:00;17/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010433;L000004422;C000167;Aldii CZ #0167;S0000249;NW-VITC;Vitamin C 1000mg;56;BE-DC1;14/03/2024 00:00;17/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010434;L000004419;C000167;Aldii CZ #0167;S0000249;NW-DETOX;Detox Program 7 Days;18;BE-DC2;14/03/2024 00:00;17/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010434;L000004420;C000167;Aldii CZ #0167;S0000249;NW-COLL;Collagen Powder 300g;84;BE-DC2;14/03/2024 00:00;17/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010453;L000004238;C000293;Lidll FR #0293;S0000429;NW-MAG;Magnesium Calm;84;BE-DC1;13/03/2024 00:00;13/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010453;L000004239;C000293;Lidll FR #0293;S0000429;NW-ZINC;Zinc Immunity;63;BE-DC1;13/03/2024 00:00;13/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010453;L000004240;C000293;Lidll FR #0293;S0000429;NW-VITC;Vitamin C 1000mg;116;BE-DC1;13/03/2024 00:00;13/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00010454;L000004241;C000293;Lidll FR #0293;S0000429;NW-SLEEP;Sleep Support Gummies;155;BE-DC2;13/03/2024 00:00;13/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00
O00001702;L000004153;C000888;GymMart AT Online #0888;S0001307;NW-SLEEP;Sleep Support Gummies;1;BE-DC2;14/03/2024 00:00;18/03/2024 00:00;20/03/2024 00:00;20/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001719;L000004196;C000463;PrimeFuel IT Online #0463;S0000684;NW-COLL;Collagen Powder 300g;2;BE-DC2;15/03/2024 00:00;18/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001724;L000004207;C001375;NutriHub HU Online #1375;S0002015;NW-SLEEP;Sleep Support Gummies;4;BE-DC2;11/03/2024 00:00;20/03/2024 00:00;17/03/2024 00:00;17/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001766;L000004299;C000654;HealthPoint PL #0654;S0000967;NW-VITC;Vitamin C 1000mg;5;BE-DC1;14/03/2024 00:00;17/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001766;L000004300;C000654;HealthPoint PL #0654;S0000967;NW-OMEGA;Omega 3 Triple Action;6;BE-DC1;14/03/2024 00:00;17/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001774;L000004314;C000245;PharmaPluz FI #0245;S0000359;NW-VITD;Vitamin D3 2000IU;27;BE-DC1;12/03/2024 00:00;16/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001812;L000004407;C000292;Tesko FR #0292;S0000428;NW-VITD;Vitamin D3 2000IU;277;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;27/03/2024 00:00;27/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001840;L000004473;C000679;Decathlonn PL #0679;S0001003;NW-9011;Ashwagandha Balance (60 caps);143;BE-DC1;14/03/2024 00:00;14/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001878;L000004555;C000773;VitaBox SI Online #0773;S0001132;NW-MAG;Magnesium Calm;1;BE-DC1;12/03/2024 00:00;18/03/2024 00:00;17/03/2024 00:00;17/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001942;L000004689;C000830;VitaCare ES #0830;S0001223;NW-MULTI;Multivitamin Daily;19;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001942;L000004690;C000830;VitaCare ES #0830;S0001223;NW-MAG;Magnesium Calm;16;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001942;L000004691;C000830;VitaCare ES #0830;S0001223;NW-ZINC;Zinc Immunity;7;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001942;L000004692;C000830;VitaCare ES #0830;S0001223;NW-IMMUNO;Immunity Booster;4;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001942;L000004693;C000830;VitaCare ES #0830;S0001223;NW-OMEGA;Omega 3 Triple Action;20;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001945;L000004701;C000551;Intersportt LT #0551;S0000814;NW-ZINC;Zinc Immunity;676;BE-DC1;09/03/2024 00:00;10/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010357;L000004649;C000706;Intermarche PT #0706;S0001042;NW-OMEGA;Omega 3 Triple Action;281;BE-DC1;04/03/2024 00:00;05/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010357;L000004650;C000706;Intermarche PT #0706;S0001042;NW-MULTI;Multivitamin Daily;254;BE-DC1;04/03/2024 00:00;05/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010357;L000004652;C000706;Intermarche PT #0706;S0001042;NW-VITC;Vitamin C 1000mg;32;BE-DC1;04/03/2024 00:00;05/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010358;L000004651;C000706;Intermarche PT #0706;S0001042;NW-DETOX;Detox Program 7 Days;392;BE-DC2;04/03/2024 00:00;05/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010377;L000004722;C001279;WellKart DE Online #1279;S0001876;NW-9010;Protein Blend 1kg;1;BE-DC2;12/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010378;L000004723;C001279;WellKart DE Online #1279;S0001876;NW-9013;Iron + Vitamin C (60 tabs);1;BE-DC1;12/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010378;L000004724;C001279;WellKart DE Online #1279;S0001876;NW-IMMUNO;Immunity Booster;5;BE-DC1;12/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010385;L000004136;C000033;FitZone AT #0033;S0000047;NW-9012;Vitamin B12 Energy (90 tabs);90;BE-DC1;10/03/2024 00:00;15/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010385;L000004137;C000033;FitZone AT #0033;S0000047;NW-MAG;Magnesium Calm;279;BE-DC1;10/03/2024 00:00;15/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010385;L000004139;C000033;FitZone AT #0033;S0000047;NW-OMEGA;Omega 3 Triple Action;101;BE-DC1;10/03/2024 00:00;15/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010386;L000004138;C000033;FitZone AT #0033;S0000047;NW-9014;Prebiotic Fiber Sachets (30x10g);158;BE-DC2;10/03/2024 00:00;15/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010409;L000004307;C001179;Decathlonn EE #1179;S0001722;NW-COLL;Collagen Powder 300g;98;BE-DC2;13/03/2024 00:00;15/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010409;L000004309;C001179;Decathlonn EE #1179;S0001722;NW-SLEEP;Sleep Support Gummies;255;BE-DC2;13/03/2024 00:00;15/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010409;L000004310;C001179;Decathlonn EE #1179;S0001722;NW-9010;Protein Blend 1kg;67;BE-DC2;13/03/2024 00:00;15/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010410;L000004308;C001179;Decathlonn EE #1179;S0001722;NW-VITC;Vitamin C 1000mg;150;BE-DC1;13/03/2024 00:00;15/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010421;L000004594;C001130;Rewee DK #1130;S0001648;NW-OMEGA;Omega 3 Triple Action;321;BE-DC1;13/03/2024 00:00;13/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010421;L000004596;C001130;Rewee DK #1130;S0001648;NW-MAG;Magnesium Calm;106;BE-DC1;13/03/2024 00:00;13/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010422;L000004595;C001130;Rewee DK #1130;S0001648;NW-SLEEP;Sleep Support Gummies;280;BE-DC2;13/03/2024 00:00;13/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010451;L000004645;C000061;Aldii BE #0061;S0000090;NW-OMEGA;Omega 3 Triple Action;311;BE-DC1;14/03/2024 00:00;18/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010451;L000004646;C000061;Aldii BE #0061;S0000090;NW-MAG;Magnesium Calm;29;BE-DC1;14/03/2024 00:00;18/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010451;L000004648;C000061;Aldii BE #0061;S0000090;NW-IMMUNO;Immunity Booster;64;BE-DC1;14/03/2024 00:00;18/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00010452;L000004647;C000061;Aldii BE #0061;S0000090;NW-DETOX;Detox Program 7 Days;38;BE-DC2;14/03/2024 00:00;18/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00
O00001743;L000004251;C001114;ZenBasket DK Online #1114;S0001629;NW-DETOX;Detox Program 7 Days;9;BE-DC2;09/03/2024 00:00;21/03/2024 00:00;15/03/2024 00:00;15/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00001814;L000004409;C000715;ZenBasket RO Online #0715;S0001055;NW-9010;Protein Blend 1kg;1;BE-DC2;15/03/2024 00:00;16/03/2024 00:00;21/03/2024 00:00;21/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00001859;L000004514;C000398;NutriPharm HU #0398;S0000592;NW-MAG;Magnesium Calm;7;BE-DC1;15/03/2024 00:00;17/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00001881;L000004561;C000756;Lidll SK #0756;S0001108;NW-VITD;Vitamin D3 2000IU;14;BE-DC1;08/03/2024 00:00;16/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00001941;L000004688;C000704;Sparr PT #0704;S0001040;NW-COLL;Collagen Powder 300g;139;BE-DC2;10/03/2024 00:00;17/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010397;L000004247;C000564;Rewee LU #0564;S0000834;NW-SLEEP;Sleep Support Gummies;72;BE-DC2;12/03/2024 00:00;18/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010398;L000004248;C000564;Rewee LU #0564;S0000834;NW-VITD;Vitamin D3 2000IU;28;BE-DC1;12/03/2024 00:00;18/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010441;L000004205;C001310;Rewee DE #1310;S0001918;NW-OMEGA;Omega 3 Triple Action;260;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010442;L000004206;C001310;Rewee DE #1310;S0001918;NW-DETOX;Detox Program 7 Days;157;BE-DC2;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010445;L000004523;C001940;AthletiX ES #1940;S0002824;NW-COLL;Collagen Powder 300g;382;BE-DC2;14/03/2024 00:00;16/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010446;L000004524;C001940;AthletiX ES #1940;S0002824;NW-VITD;Vitamin D3 2000IU;100;BE-DC1;14/03/2024 00:00;16/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010446;L000004525;C001940;AthletiX ES #1940;S0002824;NW-9012;Vitamin B12 Energy (90 tabs);187;BE-DC1;14/03/2024 00:00;16/03/2024 00:00;28/03/2024 00:00;28/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010447;L000004574;C000347;Edekae DE #0347;S0000507;NW-ZINC;Zinc Immunity;190;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010447;L000004575;C000347;Edekae DE #0347;S0000507;NW-MULTI;Multivitamin Daily;109;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010447;L000004576;C000347;Edekae DE #0347;S0000507;NW-VITC;Vitamin C 1000mg;154;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010448;L000004577;C000347;Edekae DE #0347;S0000507;NW-DETOX;Detox Program 7 Days;72;BE-DC2;15/03/2024 00:00;15/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010465;L000004624;C000123;AthletiX HR #0123;S0000189;NW-DETOX;Detox Program 7 Days;131;BE-DC2;15/03/2024 00:00;15/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010466;L000004625;C000123;AthletiX HR #0123;S0000189;NW-MAG;Magnesium Calm;32;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00010466;L000004626;C000123;AthletiX HR #0123;S0000189;NW-IMMUNO;Immunity Booster;174;BE-DC1;15/03/2024 00:00;15/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00;24/03/2024 00:00
O00001767;L000004301;C000689;PulseMarket PT Online #0689;S0001018;NW-IMMUNO;Immunity Booster;1;BE-DC1;04/03/2024 00:00;19/03/2024 00:00;12/03/2024 00:00;12/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00001869;L000004537;C000773;VitaBox SI Online #0773;S0001132;NW-MAG;Magnesium Calm;6;BE-DC1;13/03/2024 00:00;21/03/2024 00:00;17/03/2024 00:00;17/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00001880;L000004559;C000750;NutriPharm SK #0750;S0001100;NW-VITC;Vitamin C 1000mg;13;BE-DC1;13/03/2024 00:00;20/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00001880;L000004560;C000750;NutriPharm SK #0750;S0001100;NW-OMEGA;Omega 3 Triple Action;3;BE-DC1;13/03/2024 00:00;20/03/2024 00:00;22/03/2024 00:00;22/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00010427;L000004228;C000128;ZenBasket CY Online #0128;S0000195;NW-SLEEP;Sleep Support Gummies;1;BE-DC2;15/03/2024 00:00;19/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00010428;L000004229;C000128;ZenBasket CY Online #0128;S0000195;NW-OMEGA;Omega 3 Triple Action;1;BE-DC1;15/03/2024 00:00;19/03/2024 00:00;23/03/2024 00:00;23/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00010459;L000004694;C001973;Rewee SE #1973;S0002874;NW-SLEEP;Sleep Support Gummies;116;BE-DC2;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00010460;L000004695;C001973;Rewee SE #1973;S0002874;NW-IMMUNO;Immunity Booster;40;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00010460;L000004696;C001973;Rewee SE #1973;S0002874;NW-VITD;Vitamin D3 2000IU;66;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00010460;L000004697;C001973;Rewee SE #1973;S0002874;NW-MAG;Magnesium Calm;164;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00010460;L000004698;C001973;Rewee SE #1973;S0002874;NW-MULTI;Multivitamin Daily;39;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;30/03/2024 00:00;30/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00010463;L000004316;C000022;Carrefouk AT #0022;S0000030;NW-COLL;Collagen Powder 300g;20;BE-DC2;15/03/2024 00:00;16/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00010464;L000004317;C000022;Carrefouk AT #0022;S0000030;NW-OMEGA;Omega 3 Triple Action;137;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00010464;L000004318;C000022;Carrefouk AT #0022;S0000030;NW-IMMUNO;Immunity Booster;141;BE-DC1;15/03/2024 00:00;16/03/2024 00:00;29/03/2024 00:00;29/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00
O00001937;L000004676;C000727;Auchon RO #0727;S0001071;NW-ZINC;Zinc Immunity;27;BE-DC1;06/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00
O00001937;L000004677;C000727;Auchon RO #0727;S0001071;NW-VITD;Vitamin D3 2000IU;8;BE-DC1;06/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;18/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00
O00010439;L000004154;C000434;Tesko IE #0434;S0000648;NW-SLEEP;Sleep Support Gummies;478;BE-DC2;13/03/2024 00:00;19/03/2024 00:00;25/03/2024 00:00;25/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00;26/03/2024 00:00
