Ship To ID;Customer ID;Ship To Name;Country
LS0000439;LC000348;ProSport LU #0348 - Location 1;LU
LS0000440;LC000349;SportDirekt LU #0349 - Location 1;LU
LS0000441;LC000350;SportDirekt LU #0350 - Location 1;LU
LS0000442;LC000350;SportDirekt LU #0350 - Location 2;LU
LS0000443;LC000351;PrimeFuel LV Online #0351 - Location 1;LV
LS0000444;LC000352;FitNest LV Online #0352 - Location 1;LV
LS0000445;LC000353;PulseMarket LV Online #0353 - Location 1;LV
LS0000446;LC000354;GymMart LV Online #0354 - Location 1;LV
LS0000447;LC000355;NutriPharm LV #0355 - Location 1;LV
LS0000448;LC000356;VitaCare LV #0356 - Location 1;LV
LS0000449;LC000357;Auchon LV #0357 - Location 1;LV
LS0000450;LC000357;Auchon LV #0357 - Location 2;LV
LS0000451;LC000358;Aldii LV #0358 - Location 1;LV
LS0000452;LC000359;Decathlonn LV #0359 - Location 1;LV
LS0000453;LC000360;ProSport LV #0360 - Location 1;LV
LS0000454;LC000360;ProSport LV #0360 - Location 2;LV
LS0000455;LC000361;FitZone LV #0361 - Location 1;LV
LS0000456;LC000361;FitZone LV #0361 - Location 2;LV
LS0000457;LC000362;Decathlonn LV #0362 - Location 1;LV
LS0000458;LC000363;Decathlonn LV #0363 - Location 1;LV
LS0000459;LC000364;FitZone LV #0364 - Location 1;LV
LS0000460;LC000365;PulseMarket MT Online #0365 - Location 1;MT
LS0000461;LC000366;VitaBox MT Online #0366 - Location 1;MT
LS0000462;LC000367;FitNest MT Online #0367 - Location 1;MT
LS0000463;LC000368;VitaBox MT Online #0368 - Location 1;MT
LS0000464;LC000369;CarePharm MT #0369 - Location 1;MT
LS0000465;LC000370;CarePharm MT #0370 - Location 1;MT
LS0000466;LC000371;Lidll MT #0371 - Location 1;MT
LS0000467;LC000372;Lidll MT #0372 - Location 1;MT
LS0000468;LC000373;FitZone MT #0373 - Location 1;MT
LS0000469;LC000373;FitZone MT #0373 - Location 2;MT
LS0000470;LC000374;ProSport MT #0374 - Location 1;MT
LS0000471;LC000375;SportDirekt MT #0375 - Location 1;MT
LS0000472;LC000376;ProSport MT #0376 - Location 1;MT
LS0000473;LC000377;Decathlonn MT #0377 - Location 1;MT
LS0000474;LC000378;ProSport MT #0378 - Location 1;MT
LS0000475;LC000379;VitaBox NL Online #0379 - Location 1;NL
LS0000476;LC000380;PrimeFuel NL Online #0380 - Location 1;NL
LS0000477;LC000381;PulseMarket NL Online #0381 - Location 1;NL
LS0000478;LC000382;GymMart NL Online #0382 - Location 1;NL
LS0000479;LC000383;FitNest NL Online #0383 - Location 1;NL
LS0000480;LC000384;FitNest NL Online #0384 - Location 1;NL
LS0000481;LC000384;FitNest NL Online #0384 - Location 2;NL
LS0000482;LC000385;NutriPharm NL #0385 - Location 1;NL
LS0000483;LC000385;NutriPharm NL #0385 - Location 2;NL
LS0000484;LC000386;VitaCare NL #0386 - Location 1;NL
LS0000485;LC000387;VitaCare NL #0387 - Location 1;NL
LS0000486;LC000387;VitaCare NL #0387 - Location 2;NL
LS0000487;LC000388;Carrefouk NL #0388 - Location 1;NL
LS0000488;LC000389;Carrefouk NL #0389 - Location 1;NL
LS0000489;LC000390;Auchon NL #0390 - Location 1;NL
LS0000490;LC000391;FitZone NL #0391 - Location 1;NL
LS0000491;LC000392;Decatlon NL #0392 - Location 1;NL
LS0000492;LC000392;Decatlon NL #0392 - Location 2;NL
LS0000493;LC000393;Intersportt NL #0393 - Location 1;NL
LS0000494;LC000394;FitZone NL #0394 - Location 1;NL
LS0000495;LC000394;FitZone NL #0394 - Location 2;NL
LS0000496;LC000395;Intersportt NL #0395 - Location 1;NL
LS0000497;LC000396;ProSport NL #0396 - Location 1;NL
LS0000498;LC000397;Intersportt NL #0397 - Location 1;NL
LS0000499;LC000398;Decathlonn NL #0398 - Location 1;NL
LS0000500;LC000399;Decatlon NL #0399 - Location 1;NL
LS0000501;LC000400;PrimeFuel PL Online #0400 - Location 1;PL
LS0000502;LC000401;FitNest PL Online #0401 - Location 1;PL
LS0000503;LC000402;GymMart PL Online #0402 - Location 1;PL
LS0000504;LC000403;PulseMarket PL Online #0403 - Location 1;PL
LS0000505;LC000404;FitNest PL Online #0404 - Location 1;PL
LS0000506;LC000405;VitaBox PL Online #0405 - Location 1;PL
LS0000507;LC000406;VitaCare PL #0406 - Location 1;PL
LS0000508;LC000407;NutriPharm PL #0407 - Location 1;PL
LS0000509;LC000407;NutriPharm PL #0407 - Location 2;PL
LS0000510;LC000408;VitaCare PL #0408 - Location 1;PL
LS0000511;LC000409;Tesko PL #0409 - Location 1;PL
LS0000512;LC000410;Tesko PL #0410 - Location 1;PL
LS0000513;LC000411;Auchon PL #0411 - Location 1;PL
LS0000514;LC000412;Intersportt PL #0412 - Location 1;PL
LS0000515;LC000413;FitZone PL #0413 - Location 1;PL
LS0000516;LC000414;Decatlon PL #0414 - Location 1;PL
LS0000517;LC000415;SportDirekt PL #0415 - Location 1;PL
LS0000518;LC000416;Decathlonn PL #0416 - Location 1;PL
LS0000519;LC000417;Intersportt PL #0417 - Location 1;PL
LS0000520;LC000417;Intersportt PL #0417 - Location 2;PL
LS0000521;LC000418;Intersportt PL #0418 - Location 1;PL
LS0000522;LC000419;FitZone PL #0419 - Location 1;PL
LS0000523;LC000419;FitZone PL #0419 - Location 2;PL
LS0000524;LC000420;Decathlonn PL #0420 - Location 1;PL
LS0000525;LC000421;FitNest PT Online #0421 - Location 1;PT
LS0000526;LC000422;PrimeFuel PT Online #0422 - Location 1;PT
LS0000527;LC000423;PrimeFuel PT Online #0423 - Location 1;PT
LS0000528;LC000423;PrimeFuel PT Online #0423 - Location 2;PT
LS0000529;LC000424;VitaBox PT Online #0424 - Location 1;PT
LS0000530;LC000424;VitaBox PT Online #0424 - Location 2;PT
LS0000531;LC000425;GymMart PT Online #0425 - Location 1;PT
LS0000532;LC000426;PrimeFuel PT Online #0426 - Location 1;PT
LS0000533;LC000427;NutriPharm PT #0427 - Location 1;PT
LS0000534;LC000428;NutriPharm PT #0428 - Location 1;PT
LS0000535;LC000429;CarePharm PT #0429 - Location 1;PT
LS0000536;LC000430;Rewee PT #0430 - Location 1;PT
LS0000537;LC000431;Rewee PT #0431 - Location 1;PT
LS0000538;LC000431;Rewee PT #0431 - Location 2;PT
LS0000539;LC000432;Tesko PT #0432 - Location 1;PT
LS0000540;LC000433;Decathlonn PT #0433 - Location 1;PT
LS0000541;LC000434;Decatlon PT #0434 - Location 1;PT
LS0000542;LC000434;Decatlon PT #0434 - Location 2;PT
LS0000543;LC000435;Intersportt PT #0435 - Location 1;PT
LS0000544;LC000436;FitZone PT #0436 - Location 1;PT
LS0000545;LC000437;FitZone PT #0437 - Location 1;PT
LS0000546;LC000438;FitZone PT #0438 - Location 1;PT
LS0000547;LC000439;FitZone PT #0439 - Location 1;PT
LS0000548;LC000439;FitZone PT #0439 - Location 2;PT
LS0000549;LC000440;Intersportt PT #0440 - Location 1;PT
LS0000550;LC000441;Intersportt PT #0441 - Location 1;PT
LS0000551;LC000441;Intersportt PT #0441 - Location 2;PT
LS0000552;LC000442;PulseMarket RO Online #0442 - Location 1;RO
LS0000553;LC000443;FitNest RO Online #0443 - Location 1;RO
LS0000554;LC000444;PulseMarket RO Online #0444 - Location 1;RO
LS0000555;LC000445;FitNest RO Online #0445 - Location 1;RO
LS0000556;LC000445;FitNest RO Online #0445 - Location 2;RO
LS0000557;LC000446;VitaCare RO #0446 - Location 1;RO
LS0000558;LC000446;VitaCare RO #0446 - Location 2;RO
LS0000559;LC000447;VitaCare RO #0447 - Location 1;RO
LS0000560;LC000448;Aldii RO #0448 - Location 1;RO
LS0000561;LC000449;Rewee RO #0449 - Location 1;RO
LS0000562;LC000450;ProSport RO #0450 - Location 1;RO
LS0000563;LC000450;ProSport RO #0450 - Location 2;RO
LS0000564;LC000451;Decatlon RO #0451 - Location 1;RO
LS0000565;LC000452;Decatlon RO #0452 - Location 1;RO
LS0000566;LC000453;ProSport RO #0453 - Location 1;RO
LS0000567;LC000453;ProSport RO #0453 - Location 2;RO
LS0000568;LC000454;Decatlon RO #0454 - Location 1;RO
LS0000569;LC000454;Decatlon RO #0454 - Location 2;RO
LS0000570;LC000455;Decathlonn RO #0455 - Location 1;RO
LS0000571;LC000456;PrimeFuel SE Online #0456 - Location 1;SE
LS0000572;LC000457;GymMart SE Online #0457 - Location 1;SE
LS0000573;LC000458;FitNest SE Online #0458 - Location 1;SE
LS0000574;LC000459;PulseMarket SE Online #0459 - Location 1;SE
LS0000575;LC000460;PulseMarket SE Online #0460 - Location 1;SE
LS0000576;LC000461;PulseMarket SE Online #0461 - Location 1;SE
LS0000577;LC000461;PulseMarket SE Online #0461 - Location 2;SE
LS0000578;LC000462;NutriPharm SE #0462 - Location 1;SE
LS0000579;LC000462;NutriPharm SE #0462 - Location 2;SE
LS0000580;LC000463;EuroPharmx SE #0463 - Location 1;SE
LS0000581;LC000463;EuroPharmx SE #0463 - Location 2;SE
LS0000582;LC000464;NutriPharm SE #0464 - Location 1;SE
LS0000583;LC000465;Auchon SE #0465 - Location 1;SE
LS0000584;LC000466;Lidll SE #0466 - Location 1;SE
LS0000585;LC000467;Aldii SE #0467 - Location 1;SE
LS0000586;LC000468;ProSport SE #0468 - Location 1;SE
LS0000587;LC000469;ProSport SE #0469 - Location 1;SE
LS0000588;LC000470;Intersportt SE #0470 - Location 1;SE
LS0000589;LC000471;Decathlonn SE #0471 - Location 1;SE
LS0000590;LC000471;Decathlonn SE #0471 - Location 2;SE
LS0000591;LC000472;Decatlon SE #0472 - Location 1;SE
LS0000592;LC000473;Decatlon SE #0473 - Location 1;SE
LS0000593;LC000473;Decatlon SE #0473 - Location 2;SE
LS0000594;LC000474;Decathlonn SE #0474 - Location 1;SE
LS0000595;LC000474;Decathlonn SE #0474 - Location 2;SE
LS0000596;LC000475;SportDirekt SE #0475 - Location 1;SE
LS0000597;LC000476;FitZone SE #0476 - Location 1;SE
LS0000598;LC000477;PulseMarket SI Online #0477 - Location 1;SI
LS0000599;LC000478;VitaBox SI Online #0478 - Location 1;SI
LS0000600;LC000479;FitNest SI Online #0479 - Location 1;SI
LS0000601;LC000480;FitNest SI Online #0480 - Location 1;SI
LS0000602;LC000481;CarePharm SI #0481 - Location 1;SI
LS0000603;LC000482;NutriPharm SI #0482 - Location 1;SI
LS0000604;LC000483;Aldii SI #0483 - Location 1;SI
LS0000605;LC000484;Tesko SI #0484 - Location 1;SI
LS0000606;LC000485;Decathlonn SI #0485 - Location 1;SI
LS0000607;LC000486;FitZone SI #0486 - Location 1;SI
LS0000608;LC000486;FitZone SI #0486 - Location 2;SI
LS0000609;LC000487;Decatlon SI #0487 - Location 1;SI
LS0000610;LC000487;Decatlon SI #0487 - Location 2;SI
LS0000611;LC000488;ProSport SI #0488 - Location 1;SI
LS0000612;LC000489;SportDirekt SI #0489 - Location 1;SI
LS0000613;LC000490;FitZone SI #0490 - Location 1;SI
LS0000614;LC000490;FitZone SI #0490 - Location 2;SI
LS0000615;LC000491;PrimeFuel SK Online #0491 - Location 1;SK
LS0000616;LC000491;PrimeFuel SK Online #0491 - Location 2;SK
LS0000617;LC000492;FitNest SK Online #0492 - Location 1;SK
LS0000618;LC000493;GymMart SK Online #0493 - Location 1;SK
LS0000619;LC000494;PulseMarket SK Online #0494 - Location 1;SK
LS0000620;LC000495;CarePharm SK #0495 - Location 1;SK
LS0000621;LC000495;CarePharm SK #0495 - Location 2;SK
LS0000622;LC000496;CarePharm SK #0496 - Location 1;SK
LS0000623;LC000497;Tesko SK #0497 - Location 1;SK
LS0000624;LC000498;Lidll SK #0498 - Location 1;SK
LS0000625;LC000499;Decatlon SK #0499 - Location 1;SK
LS0000626;LC000499;Decatlon SK #0499 - Location 2;SK
LS0000627;LC000500;SportDirekt SK #0500 - Location 1;SK
LS0000628;LC000500;SportDirekt SK #0500 - Location 2;SK
LS0000629;LC000501;ProSport SK #0501 - Location 1;SK
LS0000630;LC000502;Decatlon SK #0502 - Location 1;SK
LS0000631;LC000503;Decathlonn SK #0503 - Location 1;SK
LS0000632;LC000504;ProSport SK #0504 - Location 1;SK
